movieid,title,genre
1247,The Graduate,"['Drama', 'Romance']"
458,Geronimo: An American Legend,"['Drama', 'Western']"
372,Reality Bites,"['Comedy', 'Drama']"
3528,The Prince of Tides,"['Drama', 'Romance']"
3008,Last Night,['Thriller']
2104,Tex,['Drama']
1022,Cinderella,"['Animation', ""Children's"", 'Musical']"
3869,The Naked Gun 2 1/2: The Smell of Fear,['Comedy']
2294,Antz,"['Animation', ""Children's""]"
1897,High Art,"['Drama', 'Romance']"
2661,It Came from Outer Space,['Sci-Fi']
3693,The Toxic Avenger,"['Comedy', 'Horror']"
862,Manny & Lo,['Drama']
3105,Awakenings,['Drama']
1781,A Further Gesture,['Drama']
3385,Volunteers,['Comedy']
1635,The Ice Storm,['Drama']
2155,The Slums of Beverly Hills,['Comedy']
1567,The Last Time I Committed Suicide,['Drama']
1625,The Game,"['Mystery', 'Thriller']"
526,Savage Nights,['Drama']
124,The Star Maker,['Drama']
2589,Friends & Lovers,"['Comedy', 'Drama', 'Romance']"
649,Cold Fever,"['Comedy', 'Drama']"
178,Love & Human Remains,['Comedy']
840,House Arrest,['Comedy']
3121,The Hitch-Hiker,['Film-Noir']
2803,The Pelican Brief,['Thriller']
3705,Bird on a Wire,"['Action', 'Adventure', 'Romance', 'Thriller']"
1171,Bob Roberts,['Comedy']
1301,Forbidden Planet,['Sci-Fi']
2723,Mystery Men,"['Action', 'Adventure', 'Comedy']"
2007,Polish Wedding,['Comedy']
10,GoldenEye,"['Action', 'Adventure', 'Thriller']"
2982,The Guardian,"['Horror', 'Thriller']"
3496,Madame Sousatzka,['Drama']
2579,Following,['Drama']
1604,Money Talks,"['Action', 'Comedy']"
285,Beyond Bedlam,"['Drama', 'Horror']"
718,The Visitors,"['Comedy', 'Sci-Fi']"
2491,Simply Irresistible,"['Comedy', 'Romance']"
2772,Detroit Rock City,['Comedy']
1467,Salut cousin!,"['Comedy', 'Drama']"
2193,Willow,"['Action', 'Adventure', 'Fantasy']"
3310,The Kid,['Action']
915,Sabrina,"['Comedy', 'Romance']"
3641,A Woman of Paris,['Drama']
1052,The Proprietor,['Drama']
3053,The Messenger: The Story of Joan of Arc,"['Drama', 'War']"
3802,Freejack,"['Action', 'Sci-Fi']"
3063,Poison Ivy,['Thriller']
219,The Cure,['Drama']
745,A Close Shave,"['Animation', 'Comedy', 'Thriller']"
815,Power 98,"['Action', 'Mystery', 'Thriller']"
1639,Chasing Amy,"['Drama', 'Romance']"
1086,Dial M for Murder,"['Mystery', 'Thriller']"
2969,A Man and a Woman,"['Drama', 'Romance']"
3463,Last Resort,['Comedy']
3082,The World Is Not Enough,"['Action', 'Thriller']"
3169,The Falcon and the Snowman,['Drama']
2842,Best Laid Plans,"['Crime', 'Drama']"
1449,Waiting for Guffman,['Comedy']
3538,East is East,['Comedy']
456,Fresh,['Drama']
2705,Early September Late August,['Drama']
2918,Ferris Bueller's Day Off,['Comedy']
420,Beverly Hills Cop III,"['Action', 'Comedy']"
1003,Extreme Measures,"['Drama', 'Thriller']"
3221,The Draughtsman's Contract,['Drama']
916,Roman Holiday,"['Comedy', 'Romance']"
520,Robin Hood: Men in Tights,['Comedy']
3948,Meet the Parents,['Comedy']
2729,Lolita,['Drama']
3872,Last Summer Suddenly,['Drama']
2631,Frogs for Snakes,"['Comedy', 'Film-Noir', 'Thriller']"
960,Angel on My Shoulder,"['Crime', 'Drama']"
2267,Mortal Thoughts,"['Mystery', 'Thriller']"
3445,Eyes of Laura Mars,"['Mystery', 'Thriller']"
3864,Godzilla 2000,"['Action', 'Adventure', 'Sci-Fi']"
377,Speed,"['Action', 'Romance', 'Thriller']"
2442,Hilary and Jackie,['Drama']
652,302 301,['Mystery']
3651,The Blood Spattered Bride,['Horror']
216,Billy Madison,['Comedy']
2475,52 Pick-Up,"['Action', 'Mystery', 'Thriller']"
3233,Smashing Time,['Comedy']
533,The Shadow,['Action']
1883,Bulworth,['Comedy']
3846,Easy Money,['Comedy']
1391,Mars Attacks!,"['Action', 'Comedy', 'Sci-Fi', 'War']"
3842,Make Them Die Slowly,['Horror']
1771,Night Flier,['Horror']
1851,Leather Jacket Love Story,"['Drama', 'Romance']"
3929,The Bank Dick,['Comedy']
351,Corrina Corrina,"['Comedy', 'Drama', 'Romance']"
3656,Lured,['Crime']
193,Showgirls,['Drama']
2425,The General,['Crime']
1770,B. Monkey,"['Romance', 'Thriller']"
690,The Promise,['Romance']
3835,The Crush,['Thriller']
2624,After Life,['Drama']
1929,Grand Hotel,['Drama']
2053,I Blew Up the Kid Honey,"[""Children's"", 'Comedy', 'Sci-Fi']"
1328,The Amityville Curse,['Horror']
3417,The Crimson Pirate,"['Adventure', 'Comedy', 'Sci-Fi']"
3150,The War Zone,['Drama']
1693,Amistad,['Drama']
1811,Niagara Niagara,['Drama']
2253,Toys,"['Action', 'Comedy', 'Fantasy']"
1281,The Great Dictator,['Comedy']
762,Striptease,"['Comedy', 'Crime']"
98,Shopping,"['Action', 'Thriller']"
2508,The Breaks,['Drama']
3719,Love's Labour's Lost,"['Comedy', 'Romance']"
3246,Malcolm X,['Drama']
190,Safe,['Thriller']
969,The African Queen,"['Action', 'Adventure', 'Romance', 'War']"
2659,It Came from Hollywood,"['Comedy', 'Documentary']"
1544,The Lost World: Jurassic Park,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
1642,Indian Summer,"['Comedy', 'Drama']"
3765,The Hot Spot,"['Drama', 'Romance']"
1075,The Sexual Life of the Belgians,['Comedy']
1703,For Richer or Poorer,['Comedy']
366,Wes Craven's New Nightmare,['Horror']
1155,The Invitation,['Drama']
1681,Mortal Kombat: Annihilation,"['Action', 'Adventure']"
3756,The Golden Bowl,['Drama']
3845,And God Created Woman,['Drama']
2759,Dick,['Comedy']
2402,Rambo: First Blood Part II,"['Action', 'War']"
3534,28 Days,['Comedy']
3337,I'll Never Forget What's 'is Name,"['Comedy', 'Drama']"
3273,Scream 3,"['Horror', 'Mystery', 'Thriller']"
3040,Meatballs,['Comedy']
167,Feast of July,['Drama']
608,Fargo,"['Crime', 'Drama', 'Thriller']"
114,Margaret's Museum,['Drama']
705,Cosi,['Comedy']
1043,To Gillian on Her 37th Birthday,"['Drama', 'Romance']"
681,Clean Slate,['Crime']
3172,Ulysses,['Adventure']
1023,Winnie the Pooh and the Blustery Day,"['Animation', ""Children's""]"
2767,Illuminata,['Comedy']
2745,The Mission,['Drama']
3194,The Way We Were,['Drama']
642,Roula,['Drama']
2000,Lethal Weapon,"['Action', 'Comedy', 'Crime', 'Drama']"
528,The Scout,['Drama']
2029,Billy's Hollywood Screen Kiss,"['Comedy', 'Romance']"
417,Barcelona,"['Comedy', 'Romance']"
990,Maximum Risk,"['Action', 'Adventure', 'Thriller']"
510,Poetic Justice,['Drama']
1731,Mr. Magoo,['Comedy']
2727,Killer's Kiss,['Film-Noir']
129,Pie in the Sky,"['Comedy', 'Romance']"
320,Suture,"['Film-Noir', 'Thriller']"
2405,The Jewel of the Nile,"['Action', 'Adventure', 'Comedy', 'Romance']"
1966,Metropolitan,['Comedy']
2709,Muppets From Space,"[""Children's"", 'Comedy']"
829,Joe's Apartment,"['Comedy', 'Musical']"
3212,Born to Win,['Drama']
1946,Marty,"['Drama', 'Romance']"
1613,Star Maps,['Drama']
679,The Run of the Country,['Drama']
1659,Hurricane Streets,['Drama']
3906,Under Suspicion,['Crime']
3047,Experience Preferred... But Not Essential,['Drama']
2244,The Allnighter,"['Comedy', 'Romance']"
922,Sunset Blvd.,['Film-Noir']
3695,The Toxic Avenger Part III: The Last Temptation of Toxie,"['Comedy', 'Horror']"
697,Feeling Minnesota,"['Drama', 'Romance']"
3805,Knightriders,"['Action', 'Adventure', 'Drama']"
1077,Sleeper,"['Comedy', 'Sci-Fi']"
1457,Fools Rush In,"['Comedy', 'Romance']"
3807,Sinbad and the Eye of the Tiger,"['Action', 'Adventure']"
2621,Xiu Xiu: The Sent-Down Girl,"['Drama', 'Romance']"
1501,Keys to Tulsa,['Crime']
2157,The Chambermaid on the Titanic,['Romance']
3658,Quatermass and the Pit,['Sci-Fi']
3626,8 1/2 Women,['Comedy']
2301,History of the World: Part I,['Comedy']
1429,Jackie Chan's First Strike,['Action']
2872,Excalibur,"['Action', 'Drama', 'Fantasy', 'Romance']"
2183,The Man Who Knew Too Much,['Thriller']
2679,Finding North,"['Drama', 'Romance']"
578,The Hour of the Pig,"['Drama', 'Mystery']"
3013,Bride of Re-Animator,"['Comedy', 'Horror']"
2289,The Player,"['Comedy', 'Drama']"
160,Congo,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']"
516,Renaissance Man,"['Comedy', 'Drama', 'War']"
3570,The Last September,['Drama']
2879,Operation Condor,"['Action', 'Adventure', 'Comedy']"
2827,The Astronaut's Wife,"['Sci-Fi', 'Thriller']"
1834,The Spanish Prisoner,"['Drama', 'Thriller']"
3661,Puppet Master II,"['Horror', 'Sci-Fi', 'Thriller']"
1964,Klute,"['Drama', 'Mystery']"
2628,Star Wars: Episode I - The Phantom Menace,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
2329,American History X,['Drama']
2813,The Source,['Documentary']
1561,Wedding Bell Blues,['Comedy']
3742,The Battleship Potemkin,"['Drama', 'War']"
447,The Favor,"['Comedy', 'Romance']"
3849,The Spiral Staircase,['Thriller']
2423,Christmas Vacation,['Comedy']
3696,Night of the Creeps,"['Comedy', 'Horror', 'Sci-Fi']"
3435,Double Indemnity,"['Crime', 'Film-Noir']"
73,Les Mis̩rables,"['Drama', 'Musical']"
2763,The Thomas Crown Affair,"['Action', 'Thriller']"
3819,Tampopo,['Comedy']
1279,Night on Earth,"['Comedy', 'Drama']"
22,Copycat,"['Crime', 'Drama', 'Thriller']"
968,Night of the Living Dead,"['Horror', 'Sci-Fi']"
213,Burnt By the Sun,['Drama']
2888,Drive Me Crazy,"['Comedy', 'Romance']"
2885,Guinevere,"['Drama', 'Romance']"
32,Twelve Monkeys,"['Drama', 'Sci-Fi']"
457,The Fugitive,"['Action', 'Thriller']"
3674,For the Love of Benji,"['Adventure', ""Children's""]"
1956,Ordinary People,['Drama']
1006,The Chamber,['Drama']
1882,Godzilla,"['Action', 'Sci-Fi']"
3713,The Long Walk Home,['Drama']
2136,The Nutty Professor,['Comedy']
1385,Under Siege,['Action']
772,Quartier Mozart,['Comedy']
3352,Brown's Requiem,['Drama']
179,Mad Love,"['Drama', 'Romance']"
1961,Rain Man,['Drama']
2031,000 $1,"[""Children's"", 'Comedy']"
3910,Dancer in the Dark,"['Drama', 'Musical']"
3644,Dark Command,['Western']
595,Beauty and the Beast,"['Animation', ""Children's"", 'Musical']"
2675,Twice Upon a Yesterday,"['Comedy', 'Drama', 'Romance']"
3461,Lord of the Flies,"['Adventure', 'Drama', 'Thriller']"
3547,Prick Up Your Ears,['Drama']
522,Romper Stomper,"['Action', 'Drama']"
186,Nine Months,['Comedy']
2228,The Mountain Eagle,['Drama']
2478,Three Amigos!,"['Comedy', 'Western']"
1111,Microcosmos,['Documentary']
2414,Young Sherlock Holmes,"['Action', 'Adventure', 'Mystery']"
882,The Trigger Effect,"['Drama', 'Thriller']"
159,Clockers,['Drama']
2764,The Thomas Crown Affair,"['Crime', 'Drama', 'Thriller']"
1309,Parallel Sons,"['Drama', 'Romance']"
3080,20th Century Goodbye,"['Drama', 'Sci-Fi']"
1630,The Lay of the Land,"['Comedy', 'Drama']"
2914,Molly,"['Comedy', 'Drama']"
2877,Tommy,"['Drama', 'Musical']"
1707,Home Alone 3,"[""Children's"", 'Comedy']"
1112,Palookaville,"['Action', 'Drama']"
2826,The 13th Warrior,"['Action', 'Horror', 'Thriller']"
3234,Train Ride to Hollywood,['Comedy']
1867,Tarzan and the Lost City,"['Action', 'Adventure']"
380,True Lies,"['Action', 'Adventure', 'Comedy', 'Romance']"
2636,The Mummy's Ghost,['Horror']
3629,The Gold Rush,['Comedy']
2374,Gung Ho,"['Comedy', 'Drama']"
662,Fear,['Thriller']
2038,The Cat from Outer Space,"[""Children's"", 'Comedy', 'Sci-Fi']"
3927,Fantastic Voyage,"['Adventure', 'Sci-Fi']"
1955,Kramer Vs. Kramer,['Drama']
198,Strange Days,"['Action', 'Crime', 'Sci-Fi']"
2776,I Remember Marcello Mastroianni: I Remember Yes,['Documentary']
825,Echte Kerle,"['Comedy', 'Romance']"
1102,American Strays,['Action']
3241,The Cup,['Comedy']
2732,Jules and Jim,['Drama']
2603,N̫,['Drama']
1455,Hotel de Love,"['Comedy', 'Romance']"
3344,Blood Feast,['Horror']
142,Shadows,['Drama']
1580,Men in Black,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
1945,On the Waterfront,"['Crime', 'Drama']"
1097,E.T. the Extra-Terrestrial,"[""Children's"", 'Drama', 'Fantasy', 'Sci-Fi']"
814,A Boy Called Hate,['Drama']
145,Bad Boys,['Action']
1600,She's So Lovely,"['Drama', 'Romance']"
2818,Iron Eagle IV,"['Action', 'War']"
1263,The Deer Hunter,"['Drama', 'War']"
2424,You've Got Mail,"['Comedy', 'Romance']"
3296,To Sir with Love,['Drama']
1612,Guido Kiss Me,['Comedy']
2455,The Fly,"['Horror', 'Sci-Fi']"
2013,The Poseidon Adventure,"['Action', 'Adventure']"
591,Tough and Deadly,"['Action', 'Drama', 'Thriller']"
2107,Halloween: H20,"['Horror', 'Thriller']"
3270,The Cutting Edge,['Drama']
3866,Sunset Strip,['Comedy']
903,Vertigo,"['Mystery', 'Thriller']"
1499,Anaconda,"['Action', 'Adventure', 'Thriller']"
3160,Magnolia,['Drama']
793,My Life and Times With Antonin Artaud,['Drama']
2487,Guts Blood,"['Action', 'Comedy']"
3824,Autumn in New York,"['Drama', 'Romance']"
1321,An American Werewolf in London,['Horror']
3386,JFK,"['Drama', 'Mystery']"
3412,The Bear,['Adventure']
2520,Airport,['Drama']
2249,My Blue Heaven,['Comedy']
3820,Thomas and the Magic Railroad,"[""Children's""]"
139,Target,"['Action', 'Drama']"
3666,Retro Puppetmaster,"['Horror', 'Sci-Fi', 'Thriller']"
2947,Goldfinger,['Action']
1836,The Last Days of Disco,['Drama']
1412,Some Mother's Son,['Drama']
3031,Repossessed,['Comedy']
871,Lover's Knot,['Comedy']
2258,Master Ninja I,['Action']
3772,Hatchet For the Honeymoon,['Horror']
905,It Happened One Night,['Comedy']
196,Species,"['Horror', 'Sci-Fi']"
2799,Problem Child 2,['Comedy']
3111,Places in the Heart,['Drama']
3133,Go West,['Comedy']
1406,La C̩r̩monie,['Drama']
1136,Monty Python and the Holy Grail,['Comedy']
367,The Mask,"['Comedy', 'Crime', 'Fantasy']"
1436,Falling in Love Again,['Comedy']
204,Under Siege 2: Dark Territory,['Action']
3414,Love Is a Many-Splendored Thing,['Romance']
3795,The Five Senses,['Drama']
1196,Star Wars: Episode V - The Empire Strikes Back,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'War']"
3430,Death Wish,"['Action', 'Drama']"
2924,Drunken Master,"['Action', 'Comedy']"
2736,Brighton Beach Memoirs,['Comedy']
1047,The Long Kiss Goodnight,"['Action', 'Thriller']"
671,Mystery Science Theater 3000: The Movie,"['Comedy', 'Sci-Fi']"
169,Free Willy 2: The Adventure Home,"['Adventure', ""Children's"", 'Drama']"
2542,Stock & Two Smoking Barrels Lock,"['Comedy', 'Crime', 'Thriller']"
2965,The Omega Code,['Action']
2762,The Sixth Sense,['Thriller']
2836,Outside Providence,['Comedy']
3368,The Big Country,"['Romance', 'Western']"
3781,Shaft in Africa,"['Action', 'Crime']"
1593,Picture Perfect,"['Comedy', 'Romance']"
1622,Kicked in the Head,"['Comedy', 'Drama']"
2219,Murder!,"['Mystery', 'Thriller']"
3678,The Man with the Golden Arm,['Drama']
1919,Madeline,"[""Children's"", 'Comedy']"
37,Across the Sea of Time,['Documentary']
1907,Mulan,"['Animation', ""Children's""]"
1015,Homeward Bound: The Incredible Journey,"['Adventure', ""Children's""]"
492,Manhattan Murder Mystery,"['Comedy', 'Mystery']"
920,Gone with the Wind,"['Drama', 'Romance', 'War']"
90,The Journey of August King,['Drama']
401,Mirage,"['Action', 'Thriller']"
2654,The Wolf Man,['Horror']
586,Home Alone,"[""Children's"", 'Comedy']"
2866,The Buddy Holly Story,['Drama']
2049,The Happiest Millionaire,"['Comedy', 'Musical']"
2492,20 Dates,['Comedy']
2502,Office Space,"['Comedy', 'Romance']"
2766,The Adventures of Sebastian Cole,"['Comedy', 'Drama']"
2462,The Return of the Texas Chainsaw Massacre,['Horror']
3272,Bad Lieutenant,"['Crime', 'Drama']"
2613,Night of the Comet,"['Action', 'Horror', 'Sci-Fi']"
3707,Nine 1/2 Weeks,['Drama']
1848,The Borrowers,"['Adventure', ""Children's"", 'Comedy', 'Fantasy']"
2499,God Said 'Ha!',['Comedy']
1446,Kolya,['Comedy']
767,The Grass Harp,['Drama']
919,The Wizard of Oz,"['Adventure', ""Children's"", 'Drama', 'Musical']"
232,Eat Drink Man Woman,"['Comedy', 'Drama']"
1108,Prerokbe Ognja,['Documentary']
3896,The Way of the Gun,"['Crime', 'Thriller']"
2361,Pink Flamingos,['Comedy']
1912,Out of Sight,"['Action', 'Crime', 'Romance']"
641,Big City Little Indian,['Comedy']
2697,My Son the Fanatic,"['Comedy', 'Drama', 'Romance']"
588,Aladdin,"['Animation', ""Children's"", 'Comedy', 'Musical']"
1192,Paris Is Burning,['Documentary']
3689,Porky's II: The Next Day,['Comedy']
2223,The Farmer's Wife,['Comedy']
3119,Bay of Blood,['Horror']
2782,Pit and the Pendulum,['Horror']
957,The Scarlet Letter,['Drama']
2240,My Bodyguard,['Drama']
1556,Speed 2: Cruise Control,"['Action', 'Romance', 'Thriller']"
3488,The Hideous Sun Demon,"['Horror', 'Sci-Fi']"
2796,Funny Farm,['Comedy']
2141,An American Tail,"['Animation', ""Children's"", 'Comedy']"
2216,The Skin Game,['Drama']
2429,Mighty Joe Young,"['Adventure', ""Children's"", 'Drama']"
2689,Get Bruce,['Documentary']
3247,Sister Act,"['Comedy', 'Crime']"
3535,American Psycho,"['Comedy', 'Horror', 'Thriller']"
3775,Make Mine Music,"['Animation', ""Children's"", 'Musical']"
546,Super Mario Bros.,"['Action', 'Adventure', ""Children's"", 'Sci-Fi']"
1825,The Player's Club,"['Action', 'Drama']"
3919,Hellraiser III: Hell on Earth,['Horror']
1142,Get Over It,['Drama']
2375,The Money Pit,['Comedy']
138,The Neon Bible,['Drama']
3931,The Giant Gila Monster,"['Horror', 'Sci-Fi']"
1743,Arguing the World,['Documentary']
3098,The Natural,['Drama']
2114,The Outsiders,['Drama']
2730,Barry Lyndon,['Drama']
1550,Trial and Error,"['Comedy', 'Romance']"
1468,Booty Call,"['Comedy', 'Romance']"
3253,Wayne's World,['Comedy']
3774,House Party 2,['Comedy']
3051,Anywhere But Here,['Drama']
1344,Cape Fear,"['Film-Noir', 'Thriller']"
203,Thanks for Everything! Julie Newmar To Wong Foo,['Comedy']
2590,Hideous Kinky,['Drama']
1754,Fallen,"['Action', 'Mystery', 'Thriller']"
3238,Eye of the Beholder,['Thriller']
2350,Heart Condition,['Comedy']
2207,Jamaica Inn,['Drama']
2626,Edge of Seventeen,"['Comedy', 'Drama', 'Romance']"
365,Little Buddha,['Drama']
1357,Shine,"['Drama', 'Romance']"
3323,Chain of Fools,"['Comedy', 'Crime']"
29,The City of Lost Children,"['Adventure', 'Sci-Fi']"
2669,Pork Chop Hill,['War']
1594,In the Company of Men,['Drama']
1741,Midaq Alley,['Drama']
2860,Blue Streak,['Comedy']
1717,Scream 2,"['Horror', 'Thriller']"
1920,Small Soldiers,"['Animation', ""Children's"", 'Fantasy', 'War']"
2401,Pale Rider,['Western']
3372,The Bridge at Remagen,"['Action', 'War']"
2400,Prancer,"[""Children's"", 'Drama']"
121,The Boys of St. Vincent,['Drama']
2479,Gloria,"['Drama', 'Thriller']"
2710,The Blair Witch Project,['Horror']
437,Cops and Robbersons,['Comedy']
2235,One Man's Hero,"['Drama', 'War']"
3737,Lonely Are the Brave,"['Drama', 'Western']"
60,The Indian in the Cupboard,"['Adventure', ""Children's"", 'Fantasy']"
395,Desert Winds,['Drama']
3659,Quatermass II,"['Sci-Fi', 'Thriller']"
1962,Driving Miss Daisy,['Drama']
9,Sudden Death,['Action']
3459,Gothic,"['Drama', 'Horror']"
2461,Leatherface: Texas Chainsaw Massacre III,['Horror']
262,A Little Princess,"[""Children's"", 'Drama']"
952,Around the World in 80 Days,"['Adventure', 'Comedy']"
2821,Male and Female,"['Adventure', 'Drama']"
3594,Center Stage,['Drama']
768,Someone Else's America,['Drama']
3179,Angela's Ashes,['Drama']
3446,Funny Bones,['Comedy']
2406,Romancing the Stone,"['Action', 'Adventure', 'Comedy', 'Romance']"
2703,Broken Vessels,['Drama']
1590,Event Horizon,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']"
1226,The Quiet Man,"['Comedy', 'Romance']"
3456,The Color of Paradise,['Drama']
1341,Burnt Offerings,['Horror']
2488,Peeping Tom,"['Drama', 'Horror', 'Thriller']"
2526,Meteor,['Sci-Fi']
2186,Strangers on a Train,"['Film-Noir', 'Thriller']"
486,Life with Mikey,['Comedy']
3884,The Crew,['Comedy']
3369,Any Number Can Win,['Crime']
487,Lightning Jack,"['Comedy', 'Western']"
217,The Babysitter,"['Drama', 'Thriller']"
2413,Clue,"['Comedy', 'Mystery']"
3480,Lucas,['Drama']
2135,Doctor Dolittle,"['Adventure', 'Musical']"
1702,Flubber,"[""Children's"", 'Comedy', 'Fantasy']"
617,The Flower of My Secret,['Drama']
1886,I Got the Hook Up,['Comedy']
1000,Curdled,['Crime']
925,Golden Earrings,"['Adventure', 'Romance']"
3425,Mo' Better Blues,['Drama']
1935,How Green Was My Valley,['Drama']
3708,Firestarter,"['Horror', 'Thriller']"
624,Condition Red,"['Action', 'Drama', 'Thriller']"
3000,The Princess Mononoke,"['Action', 'Adventure', 'Animation']"
491,The Man Without a Face,['Drama']
2501,October Sky,['Drama']
2148,House,"['Comedy', 'Horror']"
2531,Battle for the Planet of the Apes,"['Action', 'Sci-Fi']"
3347,Never Cry Wolf,['Drama']
3740,Big Trouble in Little China,"['Action', 'Comedy']"
1518,Breakdown,"['Action', 'Thriller']"
618,Two Much,"['Comedy', 'Romance']"
147,The Basketball Diaries,['Drama']
327,Tank Girl,"['Action', 'Comedy', 'Musical', 'Sci-Fi']"
914,My Fair Lady,"['Musical', 'Romance']"
1289,Koyaanisqatsi,"['Documentary', 'War']"
2585,The Lovers of the Arctic Circle,"['Drama', 'Romance']"
3205,Black Sunday,['Horror']
241,Fluke,"[""Children's"", 'Drama']"
2191,A Merry War,['Comedy']
695,True Crime,"['Mystery', 'Thriller']"
2806,Teaching Mrs. Tingle,"['Comedy', 'Thriller']"
1582,Wild America,"['Adventure', ""Children's""]"
2906,Random Hearts,"['Drama', 'Romance']"
1983,Halloween II,['Horror']
2862,Caligula,['Drama']
102,Mr. Wrong,['Comedy']
2519,House on Haunted Hill,['Horror']
3070,The Adventures of Buckaroo Bonzai Across the 8th Dimension,"['Adventure', 'Comedy', 'Sci-Fi']"
3006,The Insider,['Drama']
1780,Ayn Rand: A Sense of Life,['Documentary']
1326,Amityville II: The Possession,['Horror']
448,Fearless,['Drama']
2383,Police Academy 6: City Under Siege,['Comedy']
2276,A Soldier's Daughter Never Cries,['Drama']
1815,Eden,['Drama']
202,Total Eclipse,"['Drama', 'Romance']"
1804,The Newton Boys,"['Crime', 'Drama']"
1944,From Here to Eternity,"['Drama', 'Romance', 'War']"
2313,The Elephant Man,['Drama']
478,Jimmy Hollywood,['Comedy']
1065,The Woman in Question,['Mystery']
2154,How Stella Got Her Groove Back,"['Drama', 'Romance']"
1448,Fire on the Mountain,['Documentary']
551,The Nightmare Before Christmas,"[""Children's"", 'Comedy', 'Musical']"
2704,The Lovers on the Bridge,"['Drama', 'Romance']"
1414,Mother,['Comedy']
1117,The Eighth Day,['Drama']
3356,Condo Painting,['Documentary']
3373,Buck and the Preacher,['Western']
3918,Hellbound: Hellraiser II,['Horror']
2188,54,['Drama']
3155,Anna and the King,"['Drama', 'Romance']"
233,Exotica,['Drama']
2281,Monument Ave.,['Crime']
2921,High Plains Drifter,['Western']
502,The Next Karate Kid,"['Action', ""Children's""]"
2539,Analyze This,['Comedy']
3038,A Face in the Crowd,['Drama']
1832,Heaven's Burning,"['Action', 'Drama']"
657,Yankee Zulu,"['Comedy', 'Drama']"
1750,Star Kid,"['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']"
185,The Last,"['Sci-Fi', 'Thriller']"
185,Last,"['Sci-Fi', 'Thriller']"
185,Last,"['Sci-Fi', 'Thriller']"
3204,Son from the Brazil,['Thriller']
3204,Son from the,['Thriller']
1901,Jesse dear,['Documentary']
1901,Dear,['Documentary']
1901,Beloved,['Documentary']
1901,Beloved,['Documentary']
1901,Beloved,['Documentary']
1901,Beloved,['Documentary']
1901,Beloved,['Documentary']
1901,Beloved,['Documentary']
1901,Beloved,['Documentary']
1901,Beloved,['Documentary']
1901,Beloved,['Documentary']
1901,Beloved,['Documentary']
1636,Hart,"['Action', 'Thriller']"
1636,Lorenz milton hart,"['Action', 'Thriller']"
1587,The conan Uncivilised,"['Action', 'Adventure']"
1587,Conan Uncivilised,"['Action', 'Adventure']"
1587,Uncivilised conan,"['Action', 'Adventure']"
1438,' s Peak,"['Action', 'Thriller']"
1438,' reciprocal ohm Peak,"['Action', 'Thriller']"
1169,American,['Documentary']
1169,American,['Documentary']
1169,American,['Documentary']
1169,American,['Documentary']
1169,American,['Documentary']
1169,American,['Documentary']
1169,American,['Documentary']
1169,American,['Documentary']
1169,American,['Documentary']
1169,American,['Documentary']
1169,American,['Documentary']
1169,American,['Documentary']
3213,Batman: Mask of Phantasm,"['Animation', ""Children's""]"
3213,Batman: of Phantasm Mask,"['Animation', ""Children's""]"
3213,Batman: of Phantasm,"['Animation', ""Children's""]"
3213,Batman: of Phantasm,"['Animation', ""Children's""]"
3213,Batman: of Fantasm,"['Animation', ""Children's""]"
3213,: batman Phantasma of,"['Animation', ""Children's""]"
3213,: batman Phantasma of,"['Animation', ""Children's""]"
3213,: batman of,"['Animation', ""Children's""]"
3213,: of batman,"['Animation', ""Children's""]"
2121,Cujo,"['Horror', 'Thriller']"
2121,Cujo,"['Horror', 'Thriller']"
1017,Swiss Family,"['Adventure', ""Children's""]"
1017,Family,"['Adventure', ""Children's""]"
1017,Family,"['Adventure', ""Children's""]"
1017,Family,"['Adventure', ""Children's""]"
1616,The Pacifier,"['Action', 'Thriller', 'War']"
1240,Exterminator the,"['Action', 'Sci-Fi', 'Thriller']"
1240,Eradicator the,"['Action', 'Sci-Fi', 'Thriller']"
1374,Star Trek: Wrath of Khan,"['Action', 'Adventure', 'Sci-Fi']"
1374,Trek: Wrath of Khan,"['Action', 'Adventure', 'Sci-Fi']"
1374,Trek: of Khan,"['Action', 'Adventure', 'Sci-Fi']"
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
2940,Gilda,['Film-Noir']
